chr20	0	100000
chr20	5150000	5200000
chr20	5450000	5500000
chr20	6050000	6150000
chr20	8700000	8750000
chr20	9350000	9400000
chr20	16700000	16800000
chr20	17400000	17500000
chr20	18000000	18000000
chr20	19600000	19700000
chr20	20000000	20050000
chr20	21550000	21650000
chr20	22250000	22300000
chr20	22600000	22700000
chr20	23300000	23400000
chr20	23600000	23650000
chr20	26300000	26350000
chr20	31900000	31950000
chr20	32700000	32800000
chr20	33350000	33400000
chr20	34500000	34600000
chr20	34750000	34800000
chr20	35100000	35150000
chr20	35500000	35600000
chr20	37700000	37750000
chr20	39700000	39800000
chr20	42000000	42100000
chr20	42750000	42750000
chr20	42750000	42800000
chr20	44350000	44450000
chr20	45050000	45100000
chr20	45300000	45400000
chr20	46250000	46350000
chr20	47550000	47600000
chr20	47850000	47950000
chr20	48500000	48600000
chr20	48750000	48800000
chr20	49550000	49650000
chr20	49900000	50000000
chr20	50200000	50300000
chr20	54950000	54950000
chr20	58050000	58150000
chr20	60500000	60550000
chr21	15200000	15250000
chr21	15650000	15650000
chr21	17300000	17300000
chr21	18700000	18700000
chr21	18950000	19050000
chr21	19300000	19350000
chr21	22300000	22300000
chr21	26900000	26950000
chr21	30750000	30800000
chr21	31300000	31300000
chr21	32450000	32450000
chr21	33050000	33050000
chr21	33600000	33700000
chr21	33950000	34050000
chr21	34050000	34050000
chr21	35250000	35300000
chr21	35700000	35800000
chr21	36000000	36050000
chr21	37450000	37500000
chr21	37700000	37800000
chr21	39000000	39050000
chr21	39700000	39800000
chr21	39800000	39800000
chr21	40800000	40900000
chr21	42500000	42500000
chr21	43500000	43600000
chr21	44250000	44300000
chr21	45150000	45150000
chr21	45500000	45550000
chr21	48100000	48150000
chr22	18700000	18700000
chr22	18850000	18900000
chr22	22000000	22000000
chr22	25000000	25050000
chr22	29650000	29750000
chr22	35650000	35700000
chr22	42050000	42100000
chr22	42950000	43000000
chr22	43550000	43650000
chr22	50150000	50200000
chr1	6000000	6050000
chr1	8000000	8050000
chr1	8400000	8450000
chr1	8900000	8950000
chr1	9600000	9700000
chr1	10500000	10550000
chr1	11050000	11100000
chr1	12300000	12350000
chr1	12750000	12750000
chr1	13700000	13800000
chr1	15800000	15900000
chr1	16800000	16850000
chr1	17250000	17250000
chr1	19150000	19250000
chr1	19550000	19600000
chr1	19950000	20050000
chr1	20200000	20250000
chr1	20800000	20850000
chr1	20950000	21050000
chr1	21500000	21600000
chr1	21950000	22000000
chr1	22350000	22450000
chr1	23250000	23350000
chr1	26100000	26200000
chr1	26750000	26850000
chr1	27200000	27300000
chr1	31400000	31450000
chr1	33550000	33600000
chr1	35200000	35250000
chr1	35300000	35300000
chr1	36500000	36600000
chr1	36900000	37000000
chr1	37900000	37950000
chr1	38450000	38500000
chr1	39250000	39350000
chr1	39500000	39500000
chr1	40200000	40300000
chr1	40500000	40550000
chr1	40950000	41000000
chr1	41400000	41500000
chr1	45150000	45200000
chr1	46800000	46850000
chr1	51750000	51750000
chr1	51750000	51800000
chr1	53650000	53700000
chr1	53850000	53950000
chr1	55500000	55550000
chr1	59150000	59200000
chr1	60300000	60300000
chr1	62550000	62650000
chr1	62850000	62950000
chr1	63250000	63300000
chr1	64000000	64050000
chr1	64700000	64750000
chr1	65250000	65300000
chr1	66150000	66200000
chr1	66950000	67000000
chr1	67150000	67250000
chr1	67950000	68050000
chr1	70950000	71050000
chr1	71500000	71600000
chr1	75150000	75250000
chr1	76250000	76350000
chr1	78550000	78650000
chr1	79200000	79200000
chr1	84300000	84400000
chr1	85200000	85300000
chr1	85350000	85450000
chr1	85700000	85750000
chr1	86800000	86850000
chr1	87150000	87250000
chr1	87550000	87600000
chr1	89050000	89100000
chr1	89350000	89450000
chr1	89900000	90000000
chr1	90450000	90550000
chr1	91900000	92000000
chr1	92350000	92450000
chr1	92700000	92800000
chr1	93250000	93300000
chr1	94900000	94950000
chr1	100200000	100250000
chr1	101300000	101400000
chr1	101900000	101900000
chr1	104300000	104350000
chr1	108250000	108300000
chr1	108650000	108750000
chr1	110550000	110650000
chr1	111000000	111100000
chr1	112850000	112950000
chr1	113200000	113300000
chr1	113600000	113700000
chr1	114200000	114300000
chr1	114450000	114550000
chr1	114800000	114900000
chr1	116600000	116650000
chr1	117050000	117100000
chr1	117600000	117650000
chr1	118500000	118550000
chr1	149750000	149800000
chr1	151950000	152050000
chr1	156850000	156950000
chr1	161350000	161450000
chr1	162750000	162850000
chr1	166750000	166850000
chr1	167650000	167700000
chr1	169800000	169850000
chr1	171450000	171450000
chr1	174950000	175050000
chr1	178200000	178300000
chr1	179750000	179850000
chr1	180150000	180200000
chr1	180400000	180500000
chr1	180800000	180900000
chr1	181100000	181200000
chr1	182850000	182850000
chr1	183550000	183650000
chr1	184650000	184700000
chr1	186300000	186350000
chr1	186950000	187050000
chr1	192400000	192450000
chr1	196650000	196700000
chr1	200450000	200550000
chr1	209950000	210000000
chr1	211400000	211400000
chr1	211800000	211900000
chr1	213250000	213250000
chr1	214800000	214850000
chr1	218400000	218450000
chr1	220050000	220050000
chr1	220950000	221000000
chr1	222850000	222900000
chr1	223850000	223900000
chr1	224600000	224600000
chr1	225550000	225600000
chr1	226200000	226200000
chr1	226550000	226650000
chr1	226750000	226850000
chr1	227600000	227700000
chr1	228700000	228800000
chr1	229700000	229700000
chr1	230500000	230500000
chr1	231350000	231400000
chr1	231750000	231800000
chr1	233400000	233450000
chr1	234550000	234550000
chr1	235250000	235300000
chr1	235600000	235700000
chr1	236200000	236300000
chr1	241650000	241700000
chr1	243200000	243250000
chr1	244600000	244650000
chr1	246950000	247000000
chr3	0	100000
chr3	4300000	4350000
chr3	5250000	5300000
chr3	8700000	8750000
chr3	9400000	9400000
chr3	14600000	14600000
chr3	15100000	15100000
chr3	15600000	15650000
chr3	16300000	16350000
chr3	16600000	16650000
chr3	17250000	17350000
chr3	17900000	17950000
chr3	19900000	19950000
chr3	20300000	20300000
chr3	24750000	24800000
chr3	27300000	27350000
chr3	27750000	27800000
chr3	28400000	28400000
chr3	33900000	33950000
chr3	37400000	37450000
chr3	37800000	37900000
chr3	38050000	38100000
chr3	39050000	39100000
chr3	39450000	39500000
chr3	42550000	42600000
chr3	42900000	43000000
chr3	44300000	44300000
chr3	45000000	45100000
chr3	46450000	46500000
chr3	47000000	47000000
chr3	47400000	47500000
chr3	51950000	52000000
chr3	53300000	53350000
chr3	56550000	56600000
chr3	58600000	58600000
chr3	63850000	63850000
chr3	64450000	64550000
chr3	65700000	65800000
chr3	66200000	66250000
chr3	66900000	67000000
chr3	69000000	69050000
chr3	70050000	70100000
chr3	71700000	71800000
chr3	73150000	73200000
chr3	73550000	73550000
chr3	75650000	75700000
chr3	75750000	75750000
chr3	79550000	79600000
chr3	86700000	86750000
chr3	87250000	87300000
chr3	90500000	90550000
chr3	93450000	93550000
chr3	97450000	97450000
chr3	97700000	97800000
chr3	99500000	99550000
chr3	100000000	100050000
chr3	101400000	101450000
chr3	101900000	102000000
chr3	105250000	105300000
chr3	106850000	106900000
chr3	111750000	111850000
chr3	112250000	112300000
chr3	112700000	112800000
chr3	113400000	113450000
chr3	115550000	115600000
chr3	121200000	121200000
chr3	122950000	123050000
chr3	123300000	123350000
chr3	124600000	124700000
chr3	125300000	125350000
chr3	127250000	127350000
chr3	127800000	127850000
chr3	128300000	128400000
chr3	128600000	128650000
chr3	129000000	129100000
chr3	129800000	129900000
chr3	132100000	132150000
chr3	132400000	132500000
chr3	133100000	133200000
chr3	134250000	134300000
chr3	135750000	135800000
chr3	136750000	136800000
chr3	137750000	137800000
chr3	139050000	139150000
chr3	140950000	141000000
chr3	142250000	142300000
chr3	142700000	142800000
chr3	143500000	143550000
chr3	145800000	145800000
chr3	146350000	146400000
chr3	148600000	148700000
chr3	149550000	149600000
chr3	150250000	150300000
chr3	150850000	150900000
chr3	151650000	151700000
chr3	152250000	152250000
chr3	152650000	152750000
chr3	154000000	154050000
chr3	155400000	155500000
chr3	155650000	155750000
chr3	156850000	156900000
chr3	157250000	157300000
chr3	160250000	160250000
chr3	161150000	161250000
chr3	164900000	164950000
chr3	169450000	169500000
chr3	172450000	172550000
chr3	178100000	178150000
chr3	178700000	178750000
chr3	179350000	179350000
chr3	182350000	182450000
chr3	182800000	182850000
chr3	183100000	183200000
chr3	183550000	183600000
chr3	184000000	184100000
chr3	184500000	184550000
chr3	185300000	185350000
chr3	187400000	187450000
chr3	193300000	193350000
chr3	194050000	194100000
chr3	197850000	197900000
chr2	1800000	1850000
chr2	3700000	3750000
chr2	7200000	7250000
chr2	8850000	8900000
chr2	11900000	12000000
chr2	13150000	13200000
chr2	15700000	15800000
chr2	16650000	16700000
chr2	16900000	17000000
chr2	20500000	20550000
chr2	20800000	20900000
chr2	23950000	24000000
chr2	27550000	27600000
chr2	27850000	27950000
chr2	29100000	29150000
chr2	33800000	33850000
chr2	37000000	37000000
chr2	40000000	40050000
